respondent_id,xyz_vaccine,seasonal_vaccine
26776,0.17459308034719515,0.08783258412432302
26777,0.12903356079248926,0.893076016227441
26778,0.10519507444463502,0.1490621899013428
26779,0.12881881544555596,0.48213669844726426
26780,0.1710604124066911,0.9322627360318783
26781,0.026221685648487328,0.3367415028514661
26782,0.027776775755571616,0.20890249185508028
26783,0.07269417434955489,0.3603942605994192
26784,0.27197682591282146,0.9544860905633606
26785,0.07859687396576258,0.07055385530747232
26786,0.11810123170931364,0.2590390040421854
26787,0.05583681335018143,0.363345191404069
26788,0.13485069978188563,0.906356093759158
26789,0.017572981822742202,0.2252289524572945
26790,0.06281063719762789,0.2913056468762844
26791,0.02603641107216487,0.07123133283412883
26792,0.14542353008724118,0.6787765832123008
26793,0.07105916014214139,0.7844201720969541
26794,0.6604663822247466,0.8346820387372337
26795,0.05959566140301462,0.92038415254071
26796,0.1637638278967519,0.158350355517205
26797,0.10002107496911704,0.5221268061755325
26798,0.16874932738352663,0.1673708282613549
26799,0.1961116223458431,0.2853518252114321
26800,0.02463129198753967,0.8304187274956462
26801,0.11602336576327608,0.16961439059875236
26802,0.10368077470684747,0.20272975586543496
26803,0.03027050059276497,0.07435969805864907
26804,0.043897904650805855,0.10710287517588951
26805,0.028442484805736905,0.10742791655410877
26806,0.045933827021258346,0.8002950285674126
26807,0.48758319997447497,0.915781652684926
26808,0.23399541640747262,0.5353320049239866
26809,0.4358415980767993,0.1084641511752754
26810,0.027137365683288863,0.09841404329498281
26811,0.019115453745190036,0.028411887451645204
26812,0.11244248125615061,0.6735713450817392
26813,0.18300969630952224,0.23383056341159705
26814,0.019325446689496664,0.3441156978821447
26815,0.06463549396603131,0.1520557414273623
26816,0.026645421440721552,0.12994549949127443
26817,0.08306718089610879,0.5894114726319128
26818,0.06285603051332711,0.2070385702466259
26819,0.18783506125590232,0.21464156589217348
26820,0.05631921129424672,0.23913021974373055
26821,0.11831654432501224,0.4801191863132018
26822,0.09446347241336504,0.46013616387446676
26823,0.4196413108497657,0.5387341674151693
26824,0.024455017114867625,0.45998258215719373
26825,0.3641802114881547,0.7520015253545042
26826,0.02711285530904527,0.4410259082851962
26827,0.04011385859813684,0.1260664986426799
26828,0.07462249327594878,0.7643655887334939
26829,0.4340254056574198,0.8654218229507133
26830,0.04154496757570315,0.5885653855670716
26831,0.18690376920345156,0.7994065926300015
26832,0.14798164059671168,0.7684975944687609
26833,0.006453584267548108,0.2736778269706643
26834,0.054431181881211786,0.24016489686693016
26835,0.2005987820906201,0.8200186379368134
26836,0.1552834806817301,0.5851729241477607
26837,0.01626515321285606,0.007083168485633612
26838,0.05859427486614995,0.2910219082548673
26839,0.02951871320091078,0.22620965547554303
26840,0.0901345072649613,0.1150386960177376
26841,0.18012454462502392,0.6992007142935239
26842,0.10112843215381573,0.23749574572861287
26843,0.024868074775005588,0.009248037297670236
26844,0.05651579787264468,0.5259666176575333
26845,0.03529167828663077,0.4723537704664637
26846,0.0327428140464785,0.6085767492472601
26847,0.2667291042477052,0.0922746301628259
26848,0.023479470384501478,0.5511610453979996
26849,0.07151383503968274,0.5253392539276504
26850,0.464019392266551,0.6317114119444281
26851,0.036701671893750835,0.05932046268936026
26852,0.04338137443232304,0.146004109506161
26853,0.43044658596823926,0.43651979478472797
26854,0.009976190097868914,0.040941730298129864
26855,0.38797817870305285,0.7604946613922546
26856,0.07222138558344697,0.01839598200512287
26857,0.13000885196610829,0.05840102062463244
26858,0.12395183566935503,0.5994155497062257
26859,0.07892229072398663,0.12018107403218589
26860,0.06399944180699131,0.06000265115633271
26861,0.0512208408381943,0.07003471470529161
26862,0.0998120039398865,0.24647129267911716
26863,0.13190753561141308,0.2722898007104546
26864,0.26477855792598903,0.30450394149294013
26865,0.01720054132865209,0.04039963861883985
26866,0.16959183560605462,0.548116736729205
26867,0.09770839760607761,0.15382594164855873
26868,0.6835664383856052,0.8975145864996706
26869,0.07070343335763309,0.2243320239529781
26870,0.5921978463042828,0.8248474394785705
26871,0.04826454357341475,0.03686305193167068
26872,0.05921060742905627,0.3645637986755067
26873,0.09345246154968946,0.7027881117919091
26874,0.019630070669288215,0.06944931553831468
26875,0.6055011809882858,0.925201125364753
26876,0.02778476726608563,0.022141542791289194
26877,0.0793882579716875,0.1605961468238334
26878,0.14544796565213128,0.27680586090346293
26879,0.005864049473201059,0.03445293836015255
26880,0.018283729770209735,0.05331398550194901
26881,0.014462897178747547,0.06098914993811188
26882,0.04244650166316382,0.10715896420648807
26883,0.048581998547723784,0.19422089714064594
26884,0.5565841201258213,0.5445942278334593
26885,0.12434286429770967,0.7365128768232868
26886,0.041907984301883354,0.5789026866246016
26887,0.46900886357488436,0.7932016870994508
26888,0.8585704623564198,0.9350317597104663
26889,0.054023085802409755,0.11572928868763267
26890,0.0764798973521545,0.34734737177760105
26891,0.3731490839248084,0.5370031894064133
26892,0.08826660437123614,0.746113399013909
26893,0.06726442981316964,0.21737825525457585
26894,0.1628023174933305,0.28572006189155186
26895,0.04879136683182565,0.7434890145489826
26896,0.04746191160493803,0.07227493598448048
26897,0.026731343290988023,0.2507028231121267
26898,0.16122279975378057,0.5494122753630842
26899,0.046656366528129885,0.0635824344811703
26900,0.0258802006147099,0.11815457121842339
26901,0.00796192376996752,0.28266707836037247
26902,0.18573735629133692,0.8971889930639639
26903,0.17673065226203374,0.05687460409974423
26904,0.03078919746282604,0.2165460739941581
26905,0.20978227551268241,0.6770048728421687
26906,0.03930798911583919,0.23204377072087276
26907,0.01446071621751668,0.506670957424248
26908,0.036594282156911954,0.45034387472452053
26909,0.06744742402389538,0.23962795888103158
26910,0.04938342728715139,0.1454383564079556
26911,0.07311892425760211,0.1068196292818757
26912,0.4667896605473815,0.9412293906323412
26913,0.7499728670011594,0.8579808340309446
26914,0.0868185959222494,0.17794902498647433
26915,0.10628063011189767,0.5061287610687373
26916,0.06589220796422443,0.3008421295214706
26917,0.004210299537722589,0.04861040365835294
26918,0.6699434790656376,0.9078400727071598
26919,0.16154909301081774,0.7649940198069127
26920,0.04175570226085094,0.14987934727006397
26921,0.09870957439609342,0.6955661158127734
26922,0.034678082429453146,0.5737267444513263
26923,0.0532675666985906,0.37073949702514847
26924,0.6665924058462197,0.8900975723029081
26925,0.1177981363673463,0.5559060767427391
26926,0.394582944307067,0.2868177724520716
26927,0.30474432797107437,0.6035072477259833
26928,0.057843092902825445,0.17173670515464262
26929,0.07753818610278143,0.12500786614115064
26930,0.6199852980432236,0.896475543265014
26931,0.0992621884877141,0.3902796561371339
26932,0.035258795424562055,0.7666116430321669
26933,0.10237612744055147,0.7315314186887553
26934,0.3655714021663175,0.596343907207244
26935,0.14352111631551692,0.4804860565001756
26936,0.3134395188237026,0.1974202666517388
26937,0.16005845861409637,0.601272024166166
26938,0.04994495891131653,0.03404086580214213
26939,0.027638124501790363,0.029712410145131075
26940,0.060344620811179736,0.1299892813078757
26941,0.028948632727924167,0.288503774330564
26942,0.3290214389878749,0.6407604140554001
26943,0.11250545767106647,0.5230252552978558
26944,0.05066550448873169,0.11537947743255328
26945,0.043964103278776284,0.339958934062257
26946,0.14652162167346752,0.685319849004561
26947,0.032379738288500284,0.5490206737588068
26948,0.020978719258454164,0.06678780731457429
26949,0.007117241795013384,0.02881865808092559
26950,0.019554944946545624,0.2574426565343575
26951,0.04129160806075165,0.22757735295674517
26952,0.7273040709671683,0.8975963770239037
26953,0.4606588687913297,0.9281675217393317
26954,0.26112583992733285,0.15124393732505395
26955,0.09188234839283294,0.4541309322485998
26956,0.22804897805188795,0.7527950338209269
26957,0.01893440694148362,0.7923856280846039
26958,0.29348645521100003,0.7169734981678606
26959,0.04454242703289299,0.1851600978120258
26960,0.04061819953656101,0.058419267861671925
26961,0.11959054723432752,0.39274086031820743
26962,0.06323569050431273,0.7060165567057847
26963,0.08539159960242149,0.19525051968440996
26964,0.07114155795535292,0.1965265298233389
26965,0.6836201644004374,0.9125601474799744
26966,0.0035345845527361675,0.007697090852791557
26967,0.023415357868096457,0.2795195513789186
26968,0.023685174598200194,0.6533053854211219
26969,0.018170036646999805,0.1352134499400207
26970,0.522241548388186,0.30248815674494983
26971,0.08052624418360527,0.3219259991344945
26972,0.008792530509138837,0.02394613357752662
26973,0.03546930439843477,0.07085702903657527
26974,0.06502869149399747,0.20584333567299118
26975,0.03579787363290976,0.5113929330274505
26976,0.8472994302214485,0.5488148618134504
26977,0.02576172131020762,0.18125462306259654
26978,0.029187673523417633,0.6811212323968399
26979,0.34965986489332823,0.6510916901837422
26980,0.015239076686033118,0.060563052357994154
26981,0.02413856939241966,0.370182513412566
26982,0.4889493541730424,0.8060805212665215
26983,0.0942971008712453,0.4451916778264582
26984,0.08941539849754357,0.12852739446877473
26985,0.010995942930376871,0.0521939191251553
26986,0.1285524763107331,0.525989496431896
26987,0.08131689325778685,0.1874806393307965
26988,0.032037112090567386,0.1417627815134547
26989,0.3205627565321785,0.7582680518083385
26990,0.007629362391087893,0.04348520646383167
26991,0.296218629187547,0.5367337054893514
26992,0.16503286738588233,0.2664078697956361
26993,0.08490055210437951,0.7033613135746847
26994,0.5369427838711855,0.3496962610135679
26995,0.1369090072697167,0.46673102382985426
26996,0.2994514073913164,0.3530215240965531
26997,0.009838738062293252,0.03344711440163009
26998,0.017547786266080046,0.02520925866319365
26999,0.32152167512788,0.400633005499627
27000,0.07457038968238996,0.2744942286042244
27001,0.028112539241990763,0.6110256020325466
27002,0.014343684148695132,0.22373202682461524
27003,0.01412940618995669,0.03638312913002053
27004,0.5552121555982522,0.20527600689937817
27005,0.34979943136972313,0.6935413667751358
27006,0.7408856368679816,0.8986945291848629
27007,0.07910964976970905,0.21447487315967337
27008,0.06174477050173072,0.06760824216736744
27009,0.036456953169612845,0.172934208253045
27010,0.1131999875401709,0.2236329535820339
27011,0.05886509280463451,0.11901474226310726
27012,0.27383468891545726,0.5419912899399034
27013,0.06440035490089624,0.29508069960937067
27014,0.03685546428799591,0.29389938299543167
27015,0.11665296946286871,0.18387448785413782
27016,0.04757828565686157,0.21963135091303995
27017,0.3873303515729725,0.7246967930540567
27018,0.0600615841499957,0.17794939829065032
27019,0.7928813700334246,0.9360011299689497
27020,0.09444419449880313,0.12315039258329682
27021,0.1570033038055865,0.5399726428132823
27022,0.1817931050241301,0.3174320704738144
27023,0.08167809925277286,0.11959963525031783
27024,0.08331808713617586,0.31488204284987076
27025,0.03029099483898694,0.012611545403100022
27026,0.31364407585107074,0.6985516706262777
27027,0.04734755530796528,0.6140337875331233
27028,0.19817467141776587,0.751025454443132
27029,0.0677503391444778,0.2426055457988566
27030,0.08204288530573689,0.1348676869326221
27031,0.12875267206952037,0.7152052576433253
27032,0.134793121033588,0.41667382763569866
27033,0.1730994735726767,0.6269966204010016
27034,0.005858274665035272,0.4214873441922271
27035,0.13471945571486485,0.27222450029051676
27036,0.11733738564530202,0.5335184395215923
27037,0.5709343744300672,0.7057416200975799
27038,0.047775971779413624,0.026403645934434287
27039,0.5958831135505941,0.8464010012206179
27040,0.1773581654413578,0.12221769901913734
27041,0.036731595836099466,0.3039900658904522
27042,0.051352657416475544,0.34993921447448645
27043,0.4516410182170567,0.7679813287630841
27044,0.005817786981834953,0.023598945620735143
27045,0.15407880094031134,0.6459528881433001
27046,0.06137735286821116,0.12008067367135464
27047,0.2567993528800865,0.10575111920459133
27048,0.09507481368908327,0.2063875398507068
27049,0.2638057106408236,0.8897018549915306
27050,0.029360044925790803,0.42193197761826906
27051,0.1333456179467118,0.835327392731095
27052,0.06144031638331001,0.14924514528828484
27053,0.7709160115947993,0.9213325843579653
27054,0.0124542164494613,0.037331100714995326
27055,0.10211597330314333,0.8485891591474861
27056,0.01297827193763504,0.02540748100398622
27057,0.03650057897503403,0.046242392763052136
27058,0.799667059842891,0.9400268605920216
27059,0.04180090845814319,0.17829018047765868
27060,0.012801092958521432,0.23486847623595916
27061,0.07143112847897615,0.7471642755187797
27062,0.08467211334477716,0.4284996355372516
27063,0.07971987640079446,0.5573800934140843
27064,0.1887774689588041,0.5397313017227466
27065,0.050310116088356914,0.27901750017142085
27066,0.029297120202973117,0.4624794138920463
27067,0.3662139284005067,0.6348432800142834
27068,0.548453828462276,0.8271584378261786
27069,0.36180364162533263,0.8940778720739911
27070,0.040047734004020584,0.0973665984243082
27071,0.021273800780296667,0.032947811355820936
27072,0.10913751472318128,0.6055110395771478
27073,0.01667870237734352,0.674378404500102
27074,0.04634416047248821,0.35443637280651
27075,0.42417656851384283,0.6489713838401485
27076,0.6834070327672674,0.7777232286932694
27077,0.025085031924060263,0.06191006992043939
27078,0.2653547505692395,0.850980346763708
27079,0.21426644462664468,0.8842096681789914
27080,0.0338441208715784,0.17441959269748322
27081,0.01492339860221661,0.5371549682220907
27082,0.21843590837658108,0.4427829851198484
27083,0.05529201934943466,0.16780087623171897
27084,0.7183516940456829,0.5593982162462332
27085,0.03192556202314126,0.015005027100503351
27086,0.06379789075177818,0.0734176050969257
27087,0.1110464237990731,0.159846324874673
27088,0.10373333301839398,0.6011519540300726
27089,0.18201437894301364,0.2250311632395402
27090,0.1522225092172543,0.41731744025575385
27091,0.5252760584245907,0.12392838738441321
27092,0.0945414596997379,0.29869632809051255
27093,0.2037788765156757,0.33344339488792424
27094,0.0034914913397117373,0.02222826142906733
27095,0.03274409811882935,0.3289769571760216
27096,0.02448171289650694,0.2218273475613997
27097,0.327117083258549,0.5519187231796866
27098,0.5679669844442011,0.8504904147862209
27099,0.08469008303359048,0.28574082776866394
27100,0.037768122292432246,0.571356618809306
27101,0.04774564459281807,0.4566708820303689
27102,0.05973310523934976,0.7448257891463622
27103,0.01407003200377407,0.0770224380232279
27104,0.18037183935806858,0.41032014519694926
27105,0.018967507373528387,0.3228964318838961
27106,0.46224593581400764,0.8516634704485545
27107,0.3004444225882348,0.5690917550174327
27108,0.0228294816618979,0.30351614720829784
27109,0.08650115281817142,0.22336781589347907
27110,0.06413805175947117,0.4214386310928246
27111,0.025723536425109033,0.2498695722018797
27112,0.2346484259412529,0.5291122395315027
27113,0.09546193056856969,0.29069547916650196
27114,0.15203529825337112,0.07671368428150976
27115,0.6010404315300238,0.8588149866869796
27116,0.10003278324013964,0.7911942148463896
27117,0.04574904100448517,0.10954865918032342
27118,0.0787556157121457,0.4242924539096386
27119,0.07384760111111066,0.4054191425540946
27120,0.3657464730121341,0.9709118575257506
27121,0.009365752757414412,0.5396889451552856
27122,0.026356747428644144,0.16738328792020044
27123,0.05871218109781262,0.0920565847127935
27124,0.030232923097659386,0.06691942849978219
27125,0.022795844668669477,0.06327707406482476
27126,0.3325086237398728,0.09146809441935524
27127,0.06072208709289331,0.14284018754584027
27128,0.20071171554666994,0.5900731040989253
27129,0.8269328483917493,0.5033307848457819
27130,0.046185389408342825,0.09312906558921054
27131,0.05265824006367579,0.07032558307422572
27132,0.3411493456227724,0.8510036190833528
27133,0.05913140235252652,0.41879349685377204
27134,0.6329738133063421,0.896397611061913
27135,0.5830177586136828,0.5454824943353122
27136,0.04349455180230014,0.3855243291885067
27137,0.038827710532083795,0.11633035683197117
27138,0.18563073731101343,0.5280369835103084
27139,0.12988349541152144,0.12639065115854864
27140,0.8837551298434411,0.9496284149256856
27141,0.6324335273750247,0.820626252720492
27142,0.0478163658117006,0.23837884013649063
27143,0.16160565045624503,0.3774554143391869
27144,0.030319071144643654,0.028087771297959262
27145,0.5261546818117674,0.6876632287536549
27146,0.025393725980949567,0.7824329870945894
27147,0.03316820872512432,0.26791185478560886
27148,0.1656762474960071,0.19225895355195596
27149,0.14836000033656344,0.13811846505655784
27150,0.6483689660158405,0.9684532748903006
27151,0.027665215839882462,0.4080373140996155
27152,0.033140913339341924,0.24473667134431049
27153,0.1435315178811662,0.6841667365322747
27154,0.5631307343561435,0.8074423885579284
27155,0.10473755552837151,0.5052171742888898
27156,0.00814950511015231,0.22795854903546472
27157,0.015434557798411025,0.4223821968707102
27158,0.04060517078027596,0.25179472349603077
27159,0.05274831216726811,0.20815373120149464
27160,0.14526159686711204,0.12661320375262952
27161,0.28656668333522844,0.5109892966485894
27162,0.20991125114399595,0.916244641800968
27163,0.6023894201330147,0.4576907789705378
27164,0.14065175709972685,0.06642973991422209
27165,0.28976869843020925,0.43719550816555963
27166,0.04366447785201284,0.109943377727119
27167,0.13155732793399175,0.48428684339899597
27168,0.10229437561107162,0.5864395829442566
27169,0.13806203907183684,0.24549026141593497
27170,0.2152268395987542,0.7573006825242073
27171,0.05805888439094664,0.34473580737010556
27172,0.028091361283816643,0.6780547935811954
27173,0.14327494634111368,0.40414692149583026
27174,0.24269553485432843,0.08281680426502357
27175,0.06501780876021587,0.1577022696954375
27176,0.3295294176912138,0.9065221562360557
27177,0.6673530054573835,0.9179907629070762
27178,0.07627139749923048,0.2561875461484456
27179,0.06708873995400107,0.194667307889632
27180,0.26358145695251306,0.30848805746777697
27181,0.021018228460930353,0.6232993235041255
27182,0.6669684532236554,0.9130991964765094
27183,0.013072712310076423,0.2700767193453399
27184,0.031986205810427715,0.36612185084166793
27185,0.5257626362997713,0.7985940543643157
27186,0.12742443821768454,0.5480515333673291
27187,0.01970718549562305,0.03569088491666961
27188,0.05390024244970688,0.3851883696328044
27189,0.09253723346085183,0.5001083293694351
27190,0.4847533513691403,0.7921637486702477
27191,0.17938140025859792,0.937195659010485
27192,0.5791822915123342,0.7920692900620865
27193,0.009166131665540013,0.1142798340811646
27194,0.1387594548729104,0.4369447594416822
27195,0.029354605828245325,0.11399823658924209
27196,0.32185575340502215,0.30231130797070943
27197,0.07736064744608896,0.6707492673010373
27198,0.8699951931897884,0.9784551236920052
27199,0.016798556258379546,0.06673645122859602
27200,0.159174110370527,0.5971077342330232
27201,0.7202734414975821,0.9206535365072623
27202,0.07838866833484849,0.03625551048671729
27203,0.06263064159344478,0.1482357492002881
27204,0.04038025686698268,0.09726357150516694
27205,0.03114677039844371,0.14905971589874012
27206,0.1555664938910872,0.23774749316132218
27207,0.07927779907285672,0.4523554155229409
27208,0.5982830030917852,0.5991123149650135
27209,0.10816517069612876,0.2580415134703151
27210,0.1759093082968937,0.29323484270631794
27211,0.11124780806670895,0.2465250245079997
27212,0.39603281590507816,0.8936346374201549
27213,0.32429761607916185,0.47938225350135294
27214,0.013386968701211437,0.041693162305852585
27215,0.04512430041769428,0.5105106811618733
27216,0.0917657762907778,0.8694338402309808
27217,0.030519582411954325,0.09627931422137022
27218,0.6985999629594111,0.9539605976582448
27219,0.4481509992618382,0.6044664516784396
27220,0.16453054624565805,0.37351552781278724
27221,0.10090459545211766,0.4745113026240792
27222,0.21324966780623447,0.5177729278160026
27223,0.06730722786556809,0.6219925044880253
27224,0.13601422972503505,0.6424488824970418
27225,0.10715014837211405,0.16322194393218892
27226,0.025101793175152112,0.26099931235002116
27227,0.1523327208841927,0.36601419965905085
27228,0.32865655849163494,0.7307235211497242
27229,0.7132900536458802,0.9151401086468205
27230,0.13996474379957027,0.9406743071648022
27231,0.5279451865081742,0.8685235666182567
27232,0.0698609565703803,0.4245958948102376
27233,0.32561223776762876,0.14865444455786309
27234,0.056663894783917916,0.02404975902914334
27235,0.785906395554476,0.9104664614413067
27236,0.1155046857597971,0.9009817677617605
27237,0.3108516566327602,0.4878501752186606
27238,0.15995320075240227,0.6005537381280093
27239,0.44603898781278084,0.20713617197453835
27240,0.09596263312811802,0.44322394011549693
27241,0.07996460373157854,0.22952731856105751
27242,0.10390022705754556,0.44320315732507676
27243,0.026646244998452032,0.051686730556087176
27244,0.05924830961226238,0.1265801191349176
27245,0.07481836380942122,0.3264275262953015
27246,0.7987127134254195,0.950810437521338
27247,0.12407882438522307,0.8643449008612062
27248,0.15350783246678884,0.6828467359247633
27249,0.052692703603698786,0.4270045408050154
27250,0.0601234839654629,0.21822270791256104
27251,0.04875305780340273,0.21959766784078996
27252,0.19149586690153964,0.6028714720125355
27253,0.050030750521091835,0.8100035547467542
27254,0.8686438308177615,0.9669859582126938
27255,0.1536794959105102,0.33855505997844715
27256,0.3736831587311421,0.9289023124896839
27257,0.34743717309374356,0.5358943534938376
27258,0.26079167029827066,0.6636720464064185
27259,0.5844369309447467,0.8964999680379477
27260,0.2548636448220896,0.668388547319944
27261,0.06417488372293148,0.49537473406097743
27262,0.24954861793805677,0.588847131654503
27263,0.07199235406676059,0.09208038456154655
27264,0.04909057679597623,0.061675874929504826
27265,0.069674303391999,0.20936500973025182
27266,0.06526433479295311,0.220974897115712
27267,0.116785855140532,0.6863283526648776
27268,0.01789973246463591,0.1537317159655729
27269,0.5748736450050888,0.3156820272425588
27270,0.04567576502753799,0.09878602236955053
27271,0.19806396793616143,0.26402283671121357
27272,0.020411532843234683,0.30456719935877785
27273,0.05048761221668699,0.1805762520959981
27274,0.11084816444153445,0.4298502756445361
27275,0.21217679560164185,0.38852865660576585
27276,0.01310310144766549,0.10206246895750391
27277,0.03505588610337975,0.6798701215869717
27278,0.0899142925039282,0.249963392496558
27279,0.2239313104231495,0.16847800573641744
27280,0.21189296452318618,0.1907222162801313
27281,0.030768332917621533,0.1677085140023168
27282,0.04499615549884771,0.7687896791492465
27283,0.007856463982470651,0.041018052118851095
27284,0.06300937857888435,0.16227677623253922
27285,0.0603284212258678,0.24136559745328906
27286,0.14409273618338625,0.09113201691792426
27287,0.12307166810402893,0.44556349316188193
27288,0.3787288792798174,0.7291679328032646
27289,0.3176678367567206,0.3895833354323875
27290,0.009063423804303618,0.038921195351265765
27291,0.717509763599346,0.8605092539905719
27292,0.03548385562458531,0.49472239498262793
27293,0.07593991873809988,0.9319952375096691
27294,0.008922698428355764,0.024507142967722977
27295,0.18344933662364207,0.7987102465266783
27296,0.04834436207757916,0.5615341790147504
27297,0.03787043332034153,0.5099653671062783
27298,0.05982085072490439,0.18763634741462804
27299,0.17126003957798758,0.5930056151659295
27300,0.1317588473047379,0.9184743673235003
27301,0.008305006911825867,0.03393647451818708
27302,0.1223981965666109,0.6209903555106935
27303,0.012972147794303878,0.04259029544716202
27304,0.0457722352957144,0.64863228701108
27305,0.04820237976034273,0.04570215868820684
27306,0.1101178348910776,0.37685820102824064
27307,0.7032753867244106,0.7505498094506974
27308,0.16321450412110403,0.28234359144660764
27309,0.3695097457088193,0.9322515364703685
27310,0.026061797971067325,0.07405730787161101
27311,0.11155269030193807,0.12350078455895923
27312,0.0649685138509807,0.3208744753843545
27313,0.08922170626331859,0.1616739865418817
27314,0.0477008295179041,0.059826450569347586
27315,0.09296150685307261,0.35002252787544047
27316,0.19117704401895938,0.5857550985092365
27317,0.039929523751473545,0.049601979597376444
27318,0.2627658361786338,0.3660312118027361
27319,0.472143832237443,0.874113628842031
27320,0.7593722853770459,0.5622765065662504
27321,0.02063798554014609,0.33906423948038095
27322,0.18920825786162712,0.06639758286166259
27323,0.10582895005079665,0.5342208930134719
27324,0.37870839293657366,0.536378679372068
27325,0.5544928667426084,0.8703683627782642
27326,0.17270131064284272,0.6215344029331246
27327,0.04173630588062817,0.19227489762303357
27328,0.09850472213128743,0.3823693358212088
27329,0.0610387199172727,0.19726265528539394
27330,0.004770972085525708,0.20345677136423665
27331,0.09785240288816899,0.2286029565639328
27332,0.09429858159883446,0.8931784465088618
27333,0.40137896226814457,0.5853274243026665
27334,0.04680103901097737,0.03734127539723384
27335,0.13778646663628147,0.0768395573916906
27336,0.07154851789682339,0.14332798009812847
27337,0.2518866288876406,0.754950599102491
27338,0.25218193052661053,0.4246086118992872
27339,0.25396178987432166,0.23461058811828658
27340,0.011097840526808194,0.10056685202977496
27341,0.12430271576640296,0.4939366286138771
27342,0.018207420161022093,0.41214677081526724
27343,0.05762571019307951,0.15950204719226638
27344,0.1748542011775791,0.4057963284597818
27345,0.0639900534585282,0.27528058882386164
27346,0.6822141346135235,0.94716905519134
27347,0.6863102413144634,0.925785868366146
27348,0.09604999634478532,0.2695884888768272
27349,0.034156833375208,0.09648820006343607
27350,0.12415166208988751,0.8736220096661177
27351,0.7933869535501143,0.894473704509116
27352,0.10527841139803824,0.3072837276176168
27353,0.005487299474027002,0.039493087095978215
27354,0.09369368018946624,0.47844457212261277
27355,0.17230960313129184,0.3345778543996111
27356,0.2000050755459546,0.5930487590339201
27357,0.07365659555740826,0.28391894940790247
27358,0.3605704793711063,0.8430115224367741
27359,0.1890095099351139,0.6636922065342885
27360,0.13635320267267578,0.5605997730363572
27361,0.026455702541498885,0.8263823075999189
27362,0.1208559589977578,0.3595065870076291
27363,0.07136699995736503,0.14589884961723934
27364,0.059264520340581515,0.5654149527105821
27365,0.23019766783619947,0.5814205612396176
27366,0.481063711862588,0.6013545261312763
27367,0.137583350609409,0.34314523755779774
27368,0.06577188333489589,0.4130042077510496
27369,0.05849073030337773,0.05570771941373476
27370,0.008281358901321232,0.6259504765540784
27371,0.25477411992033716,0.28311969441202295
27372,0.07580186262023872,0.2671252542895995
27373,0.6369064910284509,0.6441636635661057
